"task_id","simulation_seed","observed_data_md5","model","display_model","error_scope","mean_error_value"
52,1052,"94c869cc26cd44cd9de1033132a41b1b","bspline_B","B-spline","Overall",-0.378895293296054
53,1053,"21c503be1bfd17d135902892b999365f","bspline_B","B-spline","Overall",-0.175820678539647
54,1054,"bb6ab35a8708f3f23940941298b79dbc","bspline_B","B-spline","Overall",-0.446133495357319
55,1055,"7481513b9e19d7a30b033ad1490d6f16","bspline_B","B-spline","Overall",-0.277743592654902
56,1056,"08c1962e5f9bd4d5168d1afa7314d508","bspline_B","B-spline","Overall",-0.577073120357889
57,1057,"0fa2ff4b3c51077ca4a85e846724b31e","bspline_B","B-spline","Overall",-0.713095073903881
58,1058,"fb197f5caf6d73b93cf36910dcf5bd62","bspline_B","B-spline","Overall",-0.0270535898724366
59,1059,"85c4aca3511ef3a6574f147464f1b8a6","bspline_B","B-spline","Overall",-0.141029916108974
60,1060,"0f9b10d21fc1c74a53d447b4ab6c4a76","bspline_B","B-spline","Overall",-0.0266714709407709
61,1061,"ef64f00e9a05074fb3305ee8fb186803","bspline_B","B-spline","Overall",-0.0926633559233412
62,1062,"a04acf843bb2ea72629f7c891c0bc0d1","bspline_B","B-spline","Overall",-0.36313040673635
63,1063,"0b8692e4c4282eea08c84c3a7521bdca","bspline_B","B-spline","Overall",-0.413522569794914
64,1064,"65224e6e0078d6ba21ee5d2bd4a6c743","bspline_B","B-spline","Overall",-0.308557072673557
65,1065,"d23c93587fac0bd4c1fffe812bf746e2","bspline_B","B-spline","Overall",-0.497012934748991
66,1066,"b503c7aa16489912e1de4bcf79bdc277","bspline_B","B-spline","Overall",0.193770448355525
67,1067,"a64edf122ea9288d9cc5843d572b4219","bspline_B","B-spline","Overall",-0.591617147138846
68,1068,"e2dc17973047d198b1f70625999d7313","bspline_B","B-spline","Overall",-0.598757434930154
69,1069,"8e4ff1513256eaffe3731b1dbc82ec29","bspline_B","B-spline","Overall",-0.578965684006795
70,1070,"3f39c2020f727aeaa01ef9ba099939bb","bspline_B","B-spline","Overall",-0.176896424699317
71,1071,"f8a2941f2630be877dd64b0b25a3e9dd","bspline_B","B-spline","Overall",-0.0181276345755826
72,1072,"4ef60d1f950055935545ba4d8849c6a4","bspline_B","B-spline","Overall",-0.63562357557139
73,1073,"23ed6d0e534e19ffc952e0a9519e96fd","bspline_B","B-spline","Overall",-0.247797593091105
74,1074,"44fe946085f2400c80cee533d6231e9a","bspline_B","B-spline","Overall",-0.206288504910543
75,1075,"0d820f5ccbfe13549eea216ee2513074","bspline_B","B-spline","Overall",-0.427133979414504
76,1076,"91d5e8bc67046e3d44e7a47924bb3404","bspline_B","B-spline","Overall",0.0619339569658271
77,1077,"4fe16663f3cfd5b374d35dd29d9cdca8","bspline_B","B-spline","Overall",-0.376877690898408
78,1078,"83a908c8ed5455b6c9ef246884162afc","bspline_B","B-spline","Overall",0.149783188855315
79,1079,"022bd08caeebfca4473b74c3678f71c2","bspline_B","B-spline","Overall",-0.069989942143386
80,1080,"0bfd2bd8ee2ddc3923c9cef719215e45","bspline_B","B-spline","Overall",-0.39411252764592
81,1081,"b3ce4c9c57f114ee806b5ede899e654c","bspline_B","B-spline","Overall",-0.499260009768551
82,1082,"345f145ce6e49d5527737547b7d7bcc9","bspline_B","B-spline","Overall",-0.711669374410316
83,1083,"5cd6b677ff91eaefd7913f277989cb3a","bspline_B","B-spline","Overall",-0.759423128368733
84,1084,"ec4eb27a1b0dc4aef15289699a23db33","bspline_B","B-spline","Overall",-0.530018164349538
85,1085,"f306053231f91c40dca3c621e8419b61","bspline_B","B-spline","Overall",-0.196246861503541
86,1086,"e89799bf4fcfc5e7d882e1a15e433b0c","bspline_B","B-spline","Overall",-0.988184974399015
87,1087,"83d5cd04167b4c25b941369e1cd89c12","bspline_B","B-spline","Overall",0.213830987779855
88,1088,"e68e6eddaef14b8f6833f1889cb09727","bspline_B","B-spline","Overall",-0.0723779631264714
89,1089,"aa9cc98baf1a333684a7dcc3407aadc4","bspline_B","B-spline","Overall",-0.413531108659818
90,1090,"3b62c1a3abbc8f8d77b3f0094d799c08","bspline_B","B-spline","Overall",-0.437581385260689
91,1091,"ffb0df50d948dd9dad8db95b89578130","bspline_B","B-spline","Overall",-0.450994470492234
92,1092,"42c5e41b64f024125d08f483c49d5109","bspline_B","B-spline","Overall",-0.145737475448156
93,1093,"7866b869b011f99e5a6d626fd2b53319","bspline_B","B-spline","Overall",-0.0284599837782953
94,1094,"cb6e4431d9ef11ffbb0c3c60fc93a658","bspline_B","B-spline","Overall",0.188840543535513
95,1095,"e2c94ae6df04e9da8177ab346fbd245e","bspline_B","B-spline","Overall",-0.192539924751739
96,1096,"dce19abeba3755021094f84a48b227a7","bspline_B","B-spline","Overall",-0.53030642542097
97,1097,"5f10705eaab893b924c7745af7cbddc2","bspline_B","B-spline","Overall",-0.3645835516117
98,1098,"a0c73b07405f66c422d099e5a3c08c54","bspline_B","B-spline","Overall",-0.559484308728455
99,1099,"9d985583339f37fbacb7140d4222662d","bspline_B","B-spline","Overall",-0.287457833956348
100,1100,"8ea86fffc296b32f99e63ed723d89d90","bspline_B","B-spline","Overall",-0.164185933983818
101,1101,"51fea122ace66c28fcf6227076a2210d","bspline_B","B-spline","Overall",-0.511971152185058
102,1102,"87466aaae46506b8e351c34782985403","bspline_B","B-spline","Overall",-0.544662889875364
103,1103,"e898b26388bd31312b334e141687631d","bspline_B","B-spline","Overall",-0.580939203999749
104,1104,"f7b481c3a4568173c9a99c1b4d8c5521","bspline_B","B-spline","Overall",-0.509005430773534
105,1105,"fda815e14a2797f663c51a8c3fc66eeb","bspline_B","B-spline","Overall",-0.533370553892888
106,1106,"2ace1767dd5349b12ef5f3a5bd831ab8","bspline_B","B-spline","Overall",-0.234902132446332
107,1107,"d3c22607503e5f474a3f5ebe80ebdf3d","bspline_B","B-spline","Overall",0.194181438421911
108,1108,"68aa1cfbcec0e4ea336983e4d1e49773","bspline_B","B-spline","Overall",-0.0484665695883385
109,1109,"64378d1cf8147aa375c77012a1f6217d","bspline_B","B-spline","Overall",-0.434855746547149
110,1110,"4c9bdb3191d72e532b9af0440b61821e","bspline_B","B-spline","Overall",-0.396157429629975
111,1111,"90bc4d41e3adeb7ca6a265e34199593d","bspline_B","B-spline","Overall",-0.770850940939396
112,1112,"2de6dbe92e20217bcb1faa713be3c7e9","bspline_B","B-spline","Overall",-0.721196320301144
113,1113,"62d44f5b5cf3a1a10474477b2836ac7c","bspline_B","B-spline","Overall",0.213955019291605
114,1114,"e8aa5c36f38132f5ccc9683b131a520e","bspline_B","B-spline","Overall",-0.274408196272248
115,1115,"527c2542099f691a2a03e60fc5521e3b","bspline_B","B-spline","Overall",-0.00614537363567356
116,1116,"493ff3d28fe2680d1b7fc1f343262be6","bspline_B","B-spline","Overall",-0.129631786838638
117,1117,"64dffb15867fda5ef262e2caf0e46bbf","bspline_B","B-spline","Overall",-0.714161846092794
118,1118,"4fe04592b1bd1b0073226474bda79a17","bspline_B","B-spline","Overall",-0.39245336760403
119,1119,"53a63bcc974e882529742ef97a8b74d5","bspline_B","B-spline","Overall",-0.132955694982608
120,1120,"4d64fbb86d0c71298cfafd74891b1601","bspline_B","B-spline","Overall",-0.307414751499886
121,1121,"fc119966f9fa86c9beb582f612bc73ec","bspline_B","B-spline","Overall",-0.0487011829347021
122,1122,"2de2afe17b444c1be6ab135102d2e749","bspline_B","B-spline","Overall",-0.703352408070166
123,1123,"8b49cbb9e926a62a502c208b4a74393a","bspline_B","B-spline","Overall",-0.659491704232905
124,1124,"fee16d34d4badef781de40b823c932b3","bspline_B","B-spline","Overall",-0.574686279278845
125,1125,"49b1406d1f09cf7ccfb97517eb1d686b","bspline_B","B-spline","Overall",-0.138711844429706
126,1126,"89c12c0c7af03e2dcd492d20daed2fb8","bspline_B","B-spline","Overall",-0.292044642607067
127,1127,"d6cf87e625366c1649bd82f3bda75a50","bspline_B","B-spline","Overall",-0.556486244673224
128,1128,"e7c98f0c8ff03fc89b23b860ab6e055c","bspline_B","B-spline","Overall",-0.28984713953949
129,1129,"89bab4fa545504e51f4b5b765fa2b9ae","bspline_B","B-spline","Overall",-0.41209175394151
130,1130,"bf14545e60a11dc820244df794a9bbde","bspline_B","B-spline","Overall",-0.505423135762119
131,1131,"f9b4bd3734443873f1d31c98484de516","bspline_B","B-spline","Overall",-0.623434682651624
132,1132,"b571595faf7cf9bf9fb646335e089636","bspline_B","B-spline","Overall",-0.784577241674495
133,1133,"0a62c14ca9858effb08a88d2cabe1673","bspline_B","B-spline","Overall",0.0566829978879703
134,1134,"6cdb8dae15bac319b768e307416ee6b2","bspline_B","B-spline","Overall",-0.539937309749472
135,1135,"f5fbe5bac9e630e09a5f83fdcd75b932","bspline_B","B-spline","Overall",0.0793693407077356
136,1136,"75dc159ba49385507004b04106ac29e8","bspline_B","B-spline","Overall",-0.213588799713931
137,1137,"25af99e573ba8708856ba71f5d31801d","bspline_B","B-spline","Overall",-0.347161088247738
138,1138,"24ce0d2a3efbc542f5ad5931cbdb79aa","bspline_B","B-spline","Overall",-0.546212487066921
139,1139,"392c573a8d8baf810091dbff34258106","bspline_B","B-spline","Overall",0.159558259091284
140,1140,"9af7f4bb9f26f77c38c192936cf0be33","bspline_B","B-spline","Overall",-0.134040328527051
141,1141,"bd55561900b24ec7c3c7ac64a514ac02","bspline_B","B-spline","Overall",0.188928170238937
142,1142,"d1a06c9101d2c0ee727ae600038327ba","bspline_B","B-spline","Overall",-0.586813141986777
143,1143,"5e8bbd223a147392f54cce5f77c7b52e","bspline_B","B-spline","Overall",-0.0599214538429972
144,1144,"a7c2af9704a9238a0ba07d099939a75d","bspline_B","B-spline","Overall",-0.388626546232818
145,1145,"2db60151e6a71b77be25757b07f7d413","bspline_B","B-spline","Overall",-0.671211323891841
146,1146,"11b683568a8c7109187e0d518ad44753","bspline_B","B-spline","Overall",-0.509049855666251
147,1147,"39e27a57bdf2c1c57e6c23b743348818","bspline_B","B-spline","Overall",-0.242053133048832
148,1148,"08f76d2a0f0fd7c0c65c77a4e3db66f5","bspline_B","B-spline","Overall",0.389241527697684
149,1149,"73fb1389d38e28b1daab2d44d648d7dc","bspline_B","B-spline","Overall",-1.02568553694105
150,1150,"4538cec1dfd416909e103d8882091c24","bspline_B","B-spline","Overall",-0.283673697789745
151,1151,"c30a72bbd9994edc5a6a1c2aed4242b1","bspline_B","B-spline","Overall",-0.235372530155444
152,1152,"6a9c86481f4a2482e1b37d74f117071e","bspline_B","B-spline","Overall",-0.509870948005122
153,1153,"442e0ebc852ae02e3200593355a37960","bspline_B","B-spline","Overall",-0.622591579412907
154,1154,"64361962d8cd28975836ca41ffba829e","bspline_B","B-spline","Overall",0.0367042108375806
155,1155,"af7b6609489cc20efa3782fad07fa0d9","bspline_B","B-spline","Overall",-0.347551057428307
156,1156,"9d0dfa99ebb269242e3d64e8a5fe517c","bspline_B","B-spline","Overall",-0.416514039806315
157,1157,"66c6e6745a642b2c128f396464ab9c36","bspline_B","B-spline","Overall",0.129605868392474
158,1158,"8f8136ef754c0743bae4dd275c47bf9b","bspline_B","B-spline","Overall",0.0416829379471271
159,1159,"6eeed27f9e2c16bae4fa14c32548d476","bspline_B","B-spline","Overall",-0.215497764270331
160,1160,"6fc5bd4defacec08d522e9606a883766","bspline_B","B-spline","Overall",-0.0195635360192953
161,1161,"a357237d620a342d728f96dc8aac5757","bspline_B","B-spline","Overall",-0.098831800374841
162,1162,"4cc160a48b020eb4685997894bf01baf","bspline_B","B-spline","Overall",-0.177090452615404
163,1163,"e67c4eaea4e2842baa2a758c4beb2e82","bspline_B","B-spline","Overall",-0.439273976201348
164,1164,"d690f07a51a75e813d73e446e77eb394","bspline_B","B-spline","Overall",-0.293804452330429
165,1165,"50366235ff21bfd0a4d01f895b905c92","bspline_B","B-spline","Overall",-0.204371571429852
166,1166,"495d59eeef0b219751064d03c686254d","bspline_B","B-spline","Overall",-0.134658759500629
167,1167,"b8bc66b5036c4f6bd977937ad6e2a29d","bspline_B","B-spline","Overall",-0.54426909771614
168,1168,"d65d84681677642681932395599566ad","bspline_B","B-spline","Overall",-0.340153361259268
169,1169,"4b517b06b20afe2ab6f16f327d16edef","bspline_B","B-spline","Overall",-0.499779122109937
170,1170,"f32af8f5828cad3f276263ef3b9502fb","bspline_B","B-spline","Overall",-0.465638041438287
171,1171,"2ec9a3cf6058379814f756d7b9f93ea9","bspline_B","B-spline","Overall",-0.629215898169494
172,1172,"68d41d2891a14e960534c955889a715f","bspline_B","B-spline","Overall",-0.617085421596086
173,1173,"b998c1e8401789afff3d7d34e1be5997","bspline_B","B-spline","Overall",0.0170880991736798
174,1174,"7a6ced56beec68835d7a03f46b6af6e8","bspline_B","B-spline","Overall",-0.159887276187347
175,1175,"2744bfdd13475fbe6815e8986de922fa","bspline_B","B-spline","Overall",-0.0103304018119766
176,1176,"c141df7878a0d44e38a58170b4492543","bspline_B","B-spline","Overall",-0.203356414078708
177,1177,"c17f97d975a2e6794ea31e8367d83e40","bspline_B","B-spline","Overall",-0.659498552639894
178,1178,"4f3cc0d975b486260ecd02e9ed831df5","bspline_B","B-spline","Overall",-0.208173714243054
179,1179,"6d4a044da028c76d3fafc003136384eb","bspline_B","B-spline","Overall",-0.349882789330525
180,1180,"ff3b24bb3a95e7b5178276b17e2c0dad","bspline_B","B-spline","Overall",-0.126361302398496
181,1181,"80dfab2294dc854a8695d1c1ce6265d9","bspline_B","B-spline","Overall",-0.160266363035548
182,1182,"941f9c48ec56eb19b25786187b006f10","bspline_B","B-spline","Overall",-0.27479135266765
183,1183,"2dc5d7e9b3e15c740d490d788211573a","bspline_B","B-spline","Overall",-0.740420324782552
184,1184,"77c6e00a79e8c3b3df80e1c4b0ff8023","bspline_B","B-spline","Overall",-0.342831563690222
185,1185,"52e3986fb55b179cf59e4540a86a982d","bspline_B","B-spline","Overall",-0.323118257064825
186,1186,"ccc0636a72fb6ba022578cc100c8cb7c","bspline_B","B-spline","Overall",-0.472864175312731
187,1187,"7409506000aab5f15ec58cc3dd3fb72e","bspline_B","B-spline","Overall",-0.16291056155776
188,1188,"0e1b1e567b5a85241d50f71772de9be1","bspline_B","B-spline","Overall",-0.212239509855141
189,1189,"02453cd2773e7494e1a4738ba6f3c7a1","bspline_B","B-spline","Overall",-0.610382434590639
190,1190,"e11e338409fdbfff7af641a286a93437","bspline_B","B-spline","Overall",0.065315779530209
191,1191,"88ccda7d997701880c9d0c636b220b1e","bspline_B","B-spline","Overall",-0.253630993468617
192,1192,"9a5e00955ca9971800073dd3e4c28ad7","bspline_B","B-spline","Overall",-0.222869220801512
193,1193,"50b5e6cbc49ffa79634e56edd10b8bf0","bspline_B","B-spline","Overall",-0.15661883148717
194,1194,"1f0b118441ef88f9f7e1c86a5d22c593","bspline_B","B-spline","Overall",-0.107886727878742
195,1195,"4b29886fa0376b89caa9cc697a80dc98","bspline_B","B-spline","Overall",-0.424486730505179
196,1196,"4a7772e1b5862480e3537a3124e41c07","bspline_B","B-spline","Overall",-0.354748033213135
197,1197,"80e2caf0dbc5ddb7f96d7faf9fa1bf49","bspline_B","B-spline","Overall",-0.203714004943134
198,1198,"9cf5a39df21d5a234b9a57056ebe1360","bspline_B","B-spline","Overall",0.0803984801377831
199,1199,"f24eafb51b8268645a90a1a9cbcc2a5c","bspline_B","B-spline","Overall",-0.316988353878011
200,1200,"2276182a83b89b4d2f8bfc96d14895ca","bspline_B","B-spline","Overall",-0.0866688576375762
1,1001,"64a1b5c02bdecc100b37ee56029391d3","constant_B","Constant-B","Overall",1.04534940404491
2,1002,"e4e6b4250fb680a6bc44a4c1f239d72e","constant_B","Constant-B","Overall",1.58191516227993
3,1003,"18b73531d17fff4bf85fd3b8b65c91d6","constant_B","Constant-B","Overall",0.0329426382988304
4,1004,"bf8dcbec52b9c4d08f0b3a8b4e1b1840","constant_B","Constant-B","Overall",0.6926380302407
5,1005,"cb7e05dbf4c135d548daa37faf8888a1","constant_B","Constant-B","Overall",0.63806776750035
6,1006,"83a6fae95545d773b4ac09416fd8a73d","constant_B","Constant-B","Overall",0.2234337289018
7,1007,"c23f10d0daa427c993e4ece1079ed751","constant_B","Constant-B","Overall",1.55514019470827
8,1008,"a0af209d0cf0d730b8b3834e0360ae95","constant_B","Constant-B","Overall",0.76960994631801
9,1009,"51101219b554b4802624e043f09d6160","constant_B","Constant-B","Overall",0.87703768025838
10,1010,"3658851b68a2ae24c2e8e9838200e49c","constant_B","Constant-B","Overall",0.1303028921746
11,1011,"b0091463d341b4712ff6e9dd82a58abf","constant_B","Constant-B","Overall",0.90133404881846
12,1012,"05f564b562cd69afde749fbba393d734","constant_B","Constant-B","Overall",0.45037145272229
13,1013,"628dd9f33d5358ee7d358fcbbb9e1ec7","constant_B","Constant-B","Overall",1.12176555740855
14,1014,"3ee86b29e7e61ffc7287cc8f5b47aeca","constant_B","Constant-B","Overall",0.59448075497917
15,1015,"ae056eafb87645cec401ccb46346269b","constant_B","Constant-B","Overall",0.83105156989747
16,1016,"a714e996eac59ec21285ac81b9fb5223","constant_B","Constant-B","Overall",0.53793011175085
17,1017,"c1dff99001cdd2a71a8c5de229779c6a","constant_B","Constant-B","Overall",0.15016612035079
18,1018,"b6d242ccc65d51d758e56f6a2b2246d6","constant_B","Constant-B","Overall",0.18568120010188
19,1019,"13d489a8a65aa7a169791da7e2e871a6","constant_B","Constant-B","Overall",1.00077600086133
20,1020,"714f6bb12c5d63009433470452ca002b","constant_B","Constant-B","Overall",0.53923843026414
21,1021,"c46a7b2a22c4a8bed8a3c2537dbc0243","constant_B","Constant-B","Overall",0.50305864407235
22,1022,"37fb1b826b530c406841fb3dc0dd2a19","constant_B","Constant-B","Overall",0.64299691374207
23,1023,"5391b651cef3ef3752fc04bfb4f6d8ab","constant_B","Constant-B","Overall",0.84133364117703
24,1024,"f17101a77a91a5858651ca092461a15e","constant_B","Constant-B","Overall",0.35857477392809
25,1025,"5bffd9597ff51651a7b3c018b0060e43","constant_B","Constant-B","Overall",0.62975884978758
26,1026,"7d638818fac5c183766d7bd337251990","constant_B","Constant-B","Overall",0.74702146299026
27,1027,"febf6d542123ef85142ab3d7c88fd4f9","constant_B","Constant-B","Overall",0.47995923009101
28,1028,"fa30cb31cb12a8463966a31a9ac1f66d","constant_B","Constant-B","Overall",0.89207095808367
29,1029,"f88e4728f80479179227d46e3ae73be8","constant_B","Constant-B","Overall",0.21958871643066
30,1030,"6d8fcd9da06daac4afecfcdf2af73043","constant_B","Constant-B","Overall",0.62788221044401
31,1031,"1f4f623a1599fc68865ccca5c8e38092","constant_B","Constant-B","Overall",0.47812417596384
32,1032,"8b18f38744449f8e8c5016a5c62a9db0","constant_B","Constant-B","Overall",0.69542834639333
33,1033,"1c656b251cec47b7f90e7590d6f84c85","constant_B","Constant-B","Overall",1.06901172255123
34,1034,"6295649cce30d443915163e1f486574c","constant_B","Constant-B","Overall",0.85115721588948
35,1035,"05c8b3ee0cc2e85807ddffab0af38be8","constant_B","Constant-B","Overall",0.41597968379106
36,1036,"12e163742e3ae8e7eef3194a703ebcdb","constant_B","Constant-B","Overall",0.20201017767162
37,1037,"129fa3be8b0ee7a384bf1d0e5525258e","constant_B","Constant-B","Overall",0.48078113177875
38,1038,"2cb84ae4bd553be0419d1e71639da95a","constant_B","Constant-B","Overall",0.11362307709047
39,1039,"42f80019227937c2a1292d80471ad885","constant_B","Constant-B","Overall",0.54447810288694
40,1040,"ab1d08dee64fd498a66e009327aa8634","constant_B","Constant-B","Overall",0.48906752663139
41,1041,"287dedf1d0604d7339bf2699355ae974","constant_B","Constant-B","Overall",0.32871510544742
42,1042,"a0f4bf165f246f2d852e7cb15677c6d0","constant_B","Constant-B","Overall",0.46161618736549
43,1043,"98bd9bf2f837f4d00af88dbb60b77b5c","constant_B","Constant-B","Overall",0.48759088001932
44,1044,"7fc16f6007b4caa0fad7b388de798f61","constant_B","Constant-B","Overall",0.6174608913823
45,1045,"ea38700766ed00739f841a67050a1f0f","constant_B","Constant-B","Overall",0.45761123297541
46,1046,"9df354b439dcb34c0723dc7a22427817","constant_B","Constant-B","Overall",1.50023698758207
47,1047,"a27592b2dc2d1f22ae7b3b7d52d6c6e8","constant_B","Constant-B","Overall",1.24346087790554
48,1048,"e149dfe63fefba3d9450d8ebe55e2be8","constant_B","Constant-B","Overall",0.54002529146257
49,1049,"c24fd9ec2467b6f39b42b31426dcbff7","constant_B","Constant-B","Overall",0.250414215247119
50,1050,"7dc1a3b5ba09f2ddcb65bf5b7422a9ed","constant_B","Constant-B","Overall",0.82065203685575
51,1051,"900920f25b406cb0530e847b193e6c9b","constant_B","Constant-B","Overall",0.52044140521957
52,1052,"94c869cc26cd44cd9de1033132a41b1b","constant_B","Constant-B","Overall",1.03336989721952
53,1053,"21c503be1bfd17d135902892b999365f","constant_B","Constant-B","Overall",0.24608942307599
54,1054,"bb6ab35a8708f3f23940941298b79dbc","constant_B","Constant-B","Overall",0.58533592186518
55,1055,"7481513b9e19d7a30b033ad1490d6f16","constant_B","Constant-B","Overall",0.1215317564414
56,1056,"08c1962e5f9bd4d5168d1afa7314d508","constant_B","Constant-B","Overall",0.78878640696353
57,1057,"0fa2ff4b3c51077ca4a85e846724b31e","constant_B","Constant-B","Overall",-0.12582473439316
58,1058,"fb197f5caf6d73b93cf36910dcf5bd62","constant_B","Constant-B","Overall",0.393041952184479
59,1059,"85c4aca3511ef3a6574f147464f1b8a6","constant_B","Constant-B","Overall",0.28949659485557
60,1060,"0f9b10d21fc1c74a53d447b4ab6c4a76","constant_B","Constant-B","Overall",0.59172959338508
61,1061,"ef64f00e9a05074fb3305ee8fb186803","constant_B","Constant-B","Overall",0.59222150562988
